"Smarter Balanced Growth Report, Trend",,,,,,,,,,,,,,,,,,,,,,
"All Districts, ELA and Math, All Grades, Gender",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,Number ofMatched Students,,,,,,Growth Rate,,,,,,Average Percentageof Target Achieved,,,,,
,,,,,School Year,,,,,,School Year,,,,,,School Year,,,,,
District Code,District,Grade,Subject,Gender,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23
1090011,Plainfield School District,8,ELA,Female,86,82,74,81,69,72,54.70%,35.40%,41.90%,42.00%,30.40%,33.30%,78.70%,48.60%,63.40%,51.30%,48.70%,48.00%
1090011,Plainfield School District,8,ELA,Male,87,81,77,73,75,64,46.00%,35.80%,39.00%,38.40%,25.30%,18.80%,64.70%,53.40%,58.30%,55.90%,39.00%,34.90%
1090011,Plainfield School District,8,Math,Female,83,82,74,81,69,72,74.70%,39.00%,39.20%,30.90%,27.50%,29.20%,92.00%,52.10%,56.20%,47.80%,44.00%,46.90%
1090011,Plainfield School District,8,Math,Male,87,81,77,73,74,63,73.60%,45.70%,36.40%,27.40%,25.70%,34.90%,87.50%,61.10%,49.60%,39.20%,42.50%,48.40%
1100011,Plainville School District,4,ELA,Female,83,85,86,69,59,72,36.10%,42.40%,55.80%,56.50%,47.50%,59.70%,61.90%,65.60%,80.90%,80.00%,71.80%,84.10%
1100011,Plainville School District,4,ELA,Male,84,72,78,81,64,100,41.70%,34.70%,53.80%,55.60%,32.80%,54.00%,68.70%,64.80%,80.90%,77.50%,59.60%,74.30%
1100011,Plainville School District,4,Math,Female,83,85,85,69,59,71,22.90%,20.00%,47.10%,43.50%,42.40%,40.80%,56.70%,50.70%,76.80%,73.00%,71.50%,76.20%
1100011,Plainville School District,4,Math,Male,84,72,78,81,63,100,32.10%,34.70%,47.40%,45.70%,42.90%,55.00%,65.70%,60.60%,73.80%,74.90%,77.90%,77.50%
1100011,Plainville School District,5,ELA,Female,73,85,88,87,84,66,46.60%,36.50%,38.60%,29.90%,29.80%,40.90%,71.90%,59.40%,58.90%,53.20%,49.30%,65.10%
1100011,Plainville School District,5,ELA,Male,88,81,74,84,106,68,30.70%,29.60%,43.20%,31.00%,20.80%,32.40%,60.30%,48.80%,65.50%,52.30%,46.40%,55.80%
1100011,Plainville School District,5,Math,Female,71,85,88,87,82,66,29.60%,43.50%,43.20%,35.60%,29.30%,39.40%,57.40%,67.50%,69.40%,57.40%,53.30%,57.80%
1100011,Plainville School District,5,Math,Male,88,81,74,84,106,68,37.50%,29.60%,58.10%,38.10%,44.30%,45.60%,62.50%,55.70%,77.50%,57.90%,67.00%,68.20%
1100011,Plainville School District,6,ELA,Female,87,76,83,87,83,82,42.50%,31.60%,51.80%,48.30%,48.20%,29.30%,64.30%,51.10%,68.00%,68.00%,67.20%,50.10%
1100011,Plainville School District,6,ELA,Male,100,88,82,74,86,105,37.00%,38.60%,58.50%,47.30%,39.50%,43.80%,56.60%,58.40%,75.90%,65.50%,56.70%,62.20%
1100011,Plainville School District,6,Math,Female,87,75,83,87,82,82,43.70%,46.70%,54.20%,33.30%,26.80%,46.30%,65.10%,63.60%,71.70%,52.30%,44.90%,72.50%
1100011,Plainville School District,6,Math,Male,100,88,81,74,86,105,31.00%,36.40%,58.00%,36.50%,41.90%,53.30%,51.10%,55.20%,75.80%,47.40%,62.80%,72.00%
1100011,Plainville School District,7,ELA,Female,81,86,79,79,75,83,46.90%,43.00%,26.60%,50.60%,25.30%,25.30%,68.10%,59.80%,47.90%,61.60%,43.80%,40.10%
1100011,Plainville School District,7,ELA,Male,96,98,89,89,87,82,55.20%,33.70%,30.30%,40.40%,26.40%,29.30%,72.60%,56.10%,44.20%,55.90%,40.50%,49.40%
1100011,Plainville School District,7,Math,Female,82,86,79,79,75,82,29.30%,25.60%,34.20%,35.40%,36.00%,47.60%,49.70%,39.90%,51.10%,50.00%,47.00%,61.70%
1100011,Plainville School District,7,Math,Male,96,98,89,89,88,82,44.80%,36.70%,37.10%,31.50%,47.70%,53.70%,68.40%,50.00%,58.20%,48.80%,63.70%,68.30%
1100011,Plainville School District,8,ELA,Female,79,83,84,81,88,69,53.20%,33.70%,46.40%,40.70%,48.90%,58.00%,76.90%,52.60%,65.90%,65.30%,65.90%,73.90%
1100011,Plainville School District,8,ELA,Male,85,94,99,95,86,92,40.00%,24.50%,49.50%,43.20%,38.40%,42.40%,59.00%,44.40%,67.40%,60.80%,52.20%,65.00%
1100011,Plainville School District,8,Math,Female,79,82,84,81,88,69,65.80%,56.10%,81.00%,67.90%,47.70%,72.50%,85.20%,76.70%,96.90%,87.00%,68.80%,88.40%
1100011,Plainville School District,8,Math,Male,86,94,99,95,86,92,60.50%,47.90%,80.80%,72.60%,44.20%,83.70%,76.70%,64.90%,96.50%,85.90%,59.10%,97.20%
1110011,Plymouth School District,4,ELA,Female,50,42,65,43,43,46,42.00%,50.00%,46.20%,27.90%,44.20%,21.70%,63.80%,80.30%,68.00%,51.00%,71.00%,55.40%
1110011,Plymouth School District,4,ELA,Male,70,45,48,51,48,52,45.70%,44.40%,33.30%,35.30%,20.80%,23.10%,66.00%,74.00%,65.20%,56.60%,52.20%,51.10%
1110011,Plymouth School District,4,Math,Female,50,42,65,43,43,46,40.00%,38.10%,41.50%,23.30%,37.20%,37.00%,75.40%,75.90%,72.00%,53.10%,67.10%,71.30%
1110011,Plymouth School District,4,Math,Male,70,45,48,51,48,52,35.70%,46.70%,35.40%,25.50%,22.90%,48.10%,76.50%,68.80%,62.80%,53.70%,52.00%,80.90%
1110011,Plymouth School District,5,ELA,Female,52,51,49,67,31,46,63.50%,35.30%,24.50%,55.20%,45.20%,28.30%,82.40%,57.00%,52.30%,74.60%,66.20%,45.50%
1110011,Plymouth School District,5,ELA,Male,49,75,49,46,39,52,55.10%,36.00%,51.00%,32.60%,35.90%,30.80%,83.70%,61.70%,71.20%,57.10%,58.70%,52.20%
1110011,Plymouth School District,5,Math,Female,52,51,49,67,31,45,53.80%,49.00%,49.00%,37.30%,41.90%,31.10%,78.70%,60.80%,77.70%,62.40%,65.00%,58.10%
1110011,Plymouth School District,5,Math,Male,50,75,48,46,39,52,66.00%,60.00%,70.80%,26.10%,41.00%,40.40%,84.60%,81.00%,85.50%,54.20%,54.80%,67.30%
1110011,Plymouth School District,6,ELA,Female,56,50,50,49,35,33,28.60%,14.00%,10.00%,57.10%,37.10%,33.30%,48.50%,28.20%,27.00%,75.80%,54.60%,48.20%
1110011,Plymouth School District,6,ELA,Male,52,54,78,48,57,36,25.00%,11.10%,20.50%,45.80%,29.80%,13.90%,39.30%,23.70%,31.50%,59.90%,48.20%,32.20%
1110011,Plymouth School District,6,Math,Female,56,50,50,49,34,33,51.80%,16.00%,28.00%,36.70%,58.80%,36.40%,73.90%,36.10%,43.50%,54.60%,74.10%,59.80%
1110011,Plymouth School District,6,Math,Male,52,54,78,48,57,36,28.80%,5.60%,15.40%,37.50%,49.10%,36.10%,49.50%,22.50%,28.20%,58.60%,71.80%,56.30%
1110011,Plymouth School District,7,ELA,Female,54,53,53,51,40,34,40.70%,41.50%,47.20%,58.80%,47.50%,52.90%,61.90%,57.80%,63.60%,86.90%,59.50%,69.20%
1110011,Plymouth School District,7,ELA,Male,55,55,58,76,52,59,49.10%,25.50%,19.00%,59.20%,42.30%,37.30%,64.50%,44.00%,39.30%,78.20%,62.20%,55.80%
1110011,Plymouth School District,7,Math,Female,56,53,53,51,39,32,55.40%,52.80%,75.50%,76.50%,66.70%,43.80%,73.30%,74.80%,96.90%,95.80%,84.90%,62.00%
1110011,Plymouth School District,7,Math,Male,55,55,57,76,51,59,50.90%,47.30%,45.60%,72.40%,60.80%,49.20%,69.90%,69.20%,66.60%,90.90%,77.40%,69.30%
1110011,Plymouth School District,8,ELA,Female,47,57,52,49,60,47,42.60%,33.30%,23.10%,51.00%,30.00%,36.20%,61.80%,57.00%,40.30%,67.00%,48.00%,58.80%
1110011,Plymouth School District,8,ELA,Male,51,55,54,61,45,58,47.10%,23.60%,18.50%,50.80%,26.70%,25.90%,70.30%,40.80%,36.20%,72.50%,41.70%,41.80%
1110011,Plymouth School District,8,Math,Female,46,57,52,49,60,47,69.60%,49.10%,23.10%,32.70%,45.00%,19.10%,89.60%,67.70%,34.40%,49.90%,65.40%,32.60%
1110011,Plymouth School District,8,Math,Male,52,55,54,61,45,58,51.90%,34.50%,27.80%,57.40%,24.40%,17.20%,66.90%,50.40%,43.40%,74.10%,36.70%,26.20%
1120011,Pomfret School District,4,ELA,Female,14,23,11,17,7,15,*,30.40%,*,*,*,*,*,55.30%,*,*,*,*
1120011,Pomfret School District,4,ELA,Male,21,14,24,22,15,20,38.10%,*,33.30%,59.10%,*,50.00%,73.30%,*,61.90%,75.40%,*,75.10%
1120011,Pomfret School District,4,Math,Female,14,23,11,17,7,15,*,34.80%,*,*,*,*,*,58.20%,*,*,*,*
1120011,Pomfret School District,4,Math,Male,21,14,24,22,15,20,57.10%,*,33.30%,59.10%,*,75.00%,82.00%,*,60.40%,82.80%,*,87.60%
1120011,Pomfret School District,5,ELA,Female,20,13,27,14,13,10,55.00%,*,55.60%,*,*,*,81.70%,*,80.60%,*,*,*
1120011,Pomfret School District,5,ELA,Male,28,21,12,21,16,18,50.00%,23.80%,*,23.80%,*,*,69.20%,49.10%,*,51.00%,*,*
1120011,Pomfret School District,5,Math,Female,20,13,27,14,13,10,45.00%,*,55.60%,*,*,*,68.10%,*,70.70%,*,*,*
1120011,Pomfret School District,5,Math,Male,28,21,13,21,16,18,53.60%,33.30%,*,28.60%,*,*,77.50%,60.60%,*,51.60%,*,*
1120011,Pomfret School District,6,ELA,Female,25,20,14,28,23,15,52.00%,25.00%,*,60.70%,52.20%,*,67.50%,38.50%,*,76.40%,69.00%,*
1120011,Pomfret School District,6,ELA,Male,21,28,23,16,20,19,28.60%,35.70%,60.90%,*,50.00%,*,48.40%,61.20%,82.80%,*,67.70%,*
1120011,Pomfret School District,6,Math,Female,25,20,14,28,23,15,56.00%,65.00%,*,53.60%,26.10%,*,73.60%,85.30%,*,72.60%,47.00%,*
1120011,Pomfret School District,6,Math,Male,21,27,23,16,20,20,52.40%,66.70%,17.40%,*,35.00%,60.00%,73.20%,77.30%,38.00%,*,48.70%,87.00%
1120011,Pomfret School District,7,ELA,Female,24,18,19,13,19,20,66.70%,*,*,*,*,30.00%,80.80%,*,*,*,*,45.50%
1120011,Pomfret School District,7,ELA,Male,20,22,28,26,25,22,55.00%,40.90%,60.70%,34.60%,40.00%,50.00%,67.10%,60.80%,84.30%,56.90%,56.70%,58.60%
1120011,Pomfret School District,7,Math,Female,24,18,19,13,19,20,41.70%,*,*,*,*,50.00%,56.40%,*,*,*,*,69.90%
1120011,Pomfret School District,7,Math,Male,20,22,27,26,25,22,60.00%,45.50%,33.30%,61.50%,32.00%,54.50%,83.50%,61.60%,56.90%,76.80%,50.20%,73.50%
1120011,Pomfret School District,8,ELA,Female,22,25,20,18,17,21,54.50%,48.00%,55.00%,*,*,28.60%,74.70%,53.30%,65.70%,*,*,41.50%
1120011,Pomfret School District,8,ELA,Male,26,18,20,30,25,28,61.50%,*,55.00%,16.70%,36.00%,28.60%,68.50%,*,73.70%,26.00%,55.50%,47.30%
1120011,Pomfret School District,8,Math,Female,22,25,20,18,17,21,36.40%,44.00%,40.00%,*,*,42.90%,50.10%,56.50%,59.10%,*,*,63.90%
1120011,Pomfret School District,8,Math,Male,26,18,20,29,25,28,34.60%,*,40.00%,17.20%,32.00%,32.10%,44.90%,*,56.20%,33.90%,49.90%,41.40%
1130011,Portland School District,4,ELA,Female,39,54,43,35,43,36,48.70%,35.20%,44.20%,31.40%,48.80%,66.70%,74.90%,56.00%,62.90%,57.50%,73.90%,88.10%
1130011,Portland School District,4,ELA,Male,52,47,55,49,52,56,34.60%,27.70%,52.70%,38.80%,51.90%,51.80%,63.80%,42.60%,67.30%,58.30%,80.40%,72.00%
1130011,Portland School District,4,Math,Female,39,53,43,35,43,36,30.80%,24.50%,27.90%,20.00%,69.80%,52.80%,61.10%,48.70%,59.40%,58.80%,88.10%,82.20%
1130011,Portland School District,4,Math,Male,52,47,55,49,51,56,32.70%,19.10%,21.80%,42.90%,56.90%,62.50%,72.50%,44.40%,54.20%,69.90%,82.10%,83.50%
1130011,Portland School District,5,ELA,Female,57,38,57,46,52,46,57.90%,39.50%,64.90%,39.10%,36.50%,41.30%,77.80%,56.40%,81.80%,54.90%,67.30%,62.20%
1130011,Portland School District,5,ELA,Male,48,55,44,53,49,55,50.00%,32.70%,45.50%,32.10%,32.70%,18.20%,68.60%,49.50%,66.00%,47.20%,53.40%,37.70%
1130011,Portland School District,5,Math,Female,57,38,55,46,51,46,57.90%,57.90%,72.70%,43.50%,51.00%,30.40%,80.70%,79.10%,96.30%,70.60%,78.70%,49.50%
1130011,Portland School District,5,Math,Male,48,55,44,53,48,55,70.80%,49.10%,75.00%,56.60%,54.20%,29.10%,92.70%,75.60%,92.60%,73.40%,72.80%,45.10%
1130011,Portland School District,6,ELA,Female,55,58,37,54,47,52,63.60%,50.00%,59.50%,31.50%,55.30%,44.20%,73.50%,63.00%,69.10%,46.10%,70.80%,64.90%
1130011,Portland School District,6,ELA,Male,48,49,51,46,50,53,43.80%,30.60%,19.60%,32.60%,52.00%,37.70%,62.90%,52.10%,41.30%,53.40%,70.80%,55.20%
1130011,Portland School District,6,Math,Female,55,58,37,54,47,52,69.10%,62.10%,62.20%,50.00%,74.50%,57.70%,88.70%,82.10%,85.40%,70.90%,92.90%,75.70%
1130011,Portland School District,6,Math,Male,48,49,51,46,50,53,52.10%,38.80%,64.70%,50.00%,74.00%,41.50%,70.30%,62.30%,81.30%,73.20%,95.60%,60.80%
1130011,Portland School District,7,ELA,Female,45,54,57,38,39,45,55.60%,50.00%,54.40%,57.90%,35.90%,53.30%,68.30%,63.10%,67.00%,80.10%,50.30%,71.70%
1130011,Portland School District,7,ELA,Male,59,50,48,47,50,57,45.80%,48.00%,43.80%,38.30%,34.00%,38.60%,63.80%,63.40%,64.30%,59.80%,48.90%,55.60%
1130011,Portland School District,7,Math,Female,45,54,57,38,39,44,40.00%,31.50%,43.90%,63.20%,7.70%,20.50%,54.90%,44.60%,61.80%,80.70%,16.00%,31.50%
1130011,Portland School District,7,Math,Male,59,50,48,47,50,57,47.50%,46.00%,31.30%,46.80%,34.00%,28.10%,68.00%,62.40%,51.30%,64.20%,42.70%,40.80%
1130011,Portland School District,8,ELA,Female,52,44,54,56,43,37,42.30%,38.60%,53.70%,64.30%,34.90%,35.10%,61.90%,57.20%,63.80%,76.90%,46.00%,54.10%
1130011,Portland School District,8,ELA,Male,53,58,50,49,56,50,45.30%,34.50%,36.00%,26.50%,26.80%,42.00%,64.30%,42.30%,47.20%,43.10%,40.10%,57.70%
1130011,Portland School District,8,Math,Female,52,44,54,55,43,36,32.70%,34.10%,37.00%,54.50%,39.50%,50.00%,53.80%,48.40%,54.60%,68.30%,48.00%,69.60%
1130011,Portland School District,8,Math,Male,53,58,50,49,54,50,35.80%,48.30%,36.00%,46.90%,20.40%,48.00%,58.00%,59.20%,53.60%,58.70%,34.50%,63.20%
1140011,Preston School District,4,ELA,Female,20,26,19,18,20,18,65.00%,61.50%,*,*,55.00%,*,84.80%,82.80%,*,*,76.60%,*
1140011,Preston School District,4,ELA,Male,17,20,26,20,24,32,*,35.00%,34.60%,40.00%,33.30%,43.80%,*,66.50%,64.90%,69.50%,62.20%,69.10%
1140011,Preston School District,4,Math,Female,20,26,19,18,20,18,60.00%,46.20%,*,*,20.00%,*,81.10%,68.40%,*,*,51.30%,*
1140011,Preston School District,4,Math,Male,17,20,26,20,24,32,*,40.00%,50.00%,40.00%,37.50%,25.00%,*,73.70%,82.30%,66.00%,61.50%,59.40%
1140011,Preston School District,5,ELA,Female,21,20,29,17,20,20,47.60%,25.00%,48.30%,*,75.00%,55.00%,68.00%,51.00%,68.40%,*,96.20%,81.90%
1140011,Preston School District,5,ELA,Male,19,19,21,23,17,24,*,*,33.30%,52.20%,*,41.70%,*,*,61.70%,68.70%,*,70.90%
1140011,Preston School District,5,Math,Female,21,20,29,17,20,20,33.30%,50.00%,34.50%,*,50.00%,55.00%,42.30%,78.70%,55.70%,*,61.90%,77.60%
1140011,Preston School District,5,Math,Male,19,19,21,23,17,24,*,*,47.60%,26.10%,*,54.20%,*,*,66.90%,53.70%,*,78.20%
1140011,Preston School District,6,ELA,Female,15,24,22,29,21,18,*,41.70%,36.40%,24.10%,42.90%,*,*,52.90%,51.90%,41.10%,52.70%,*
1140011,Preston School District,6,ELA,Male,23,19,20,21,19,18,43.50%,*,20.00%,19.00%,*,*,63.70%,*,35.00%,45.70%,*,*
1140011,Preston School District,6,Math,Female,15,24,22,29,21,18,*,50.00%,27.30%,51.70%,38.10%,*,*,72.10%,58.60%,74.90%,56.70%,*
1140011,Preston School District,6,Math,Male,22,19,20,21,19,18,36.40%,*,25.00%,33.30%,*,*,64.70%,*,48.10%,53.70%,*,*
1140011,Preston School District,7,ELA,Female,35,15,27,22,16,21,20.00%,*,25.90%,54.50%,*,57.10%,30.30%,*,44.80%,68.80%,*,73.50%
1140011,Preston School District,7,ELA,Male,22,21,20,18,19,20,13.60%,52.40%,15.00%,*,*,35.00%,28.60%,66.00%,34.40%,*,*,59.20%
1140011,Preston School District,7,Math,Female,35,15,27,22,16,21,42.90%,*,14.80%,40.90%,*,47.60%,54.60%,*,28.20%,72.90%,*,69.70%
1140011,Preston School District,7,Math,Male,22,21,19,18,19,20,40.90%,57.10%,*,*,*,35.00%,65.70%,78.20%,*,*,*,60.40%
1140011,Preston School District,8,ELA,Female,26,35,16,27,19,16,42.30%,42.90%,*,29.60%,*,*,62.50%,67.20%,*,46.10%,*,*
1140011,Preston School District,8,ELA,Male,17,21,22,19,25,21,*,28.60%,27.30%,*,40.00%,38.10%,*,56.20%,42.90%,*,55.70%,50.00%
1140011,Preston School District,8,Math,Female,26,35,16,27,19,16,61.50%,28.60%,*,40.70%,*,*,79.30%,39.40%,*,53.40%,*,*
1140011,Preston School District,8,Math,Male,17,21,22,19,25,22,*,23.80%,22.70%,*,32.00%,50.00%,*,30.20%,29.00%,*,41.60%,66.70%
1160011,Putnam School District,4,ELA,Female,35,34,37,37,39,49,65.70%,41.20%,24.30%,21.60%,17.90%,30.60%,88.40%,72.80%,52.10%,35.20%,39.00%,59.50%
1160011,Putnam School District,4,ELA,Male,39,42,49,34,42,43,35.90%,33.30%,36.70%,20.60%,9.50%,20.90%,58.80%,65.50%,64.00%,45.50%,34.40%,56.10%
1160011,Putnam School District,4,Math,Female,34,34,37,37,39,49,76.50%,35.30%,35.10%,16.20%,17.90%,20.40%,97.70%,61.90%,64.10%,46.40%,56.40%,52.20%
1160011,Putnam School District,4,Math,Male,38,42,49,34,41,43,81.60%,42.90%,34.70%,20.60%,22.00%,16.30%,100.00%,82.40%,66.80%,49.20%,48.70%,45.20%
1160011,Putnam School District,5,ELA,Female,45,37,35,37,32,41,28.90%,32.40%,34.30%,37.80%,28.10%,26.80%,54.10%,54.90%,59.80%,63.40%,55.30%,56.80%
1160011,Putnam School District,5,ELA,Male,41,39,45,49,38,46,24.40%,35.90%,26.70%,22.40%,28.90%,43.50%,40.80%,59.40%,50.50%,48.50%,59.20%,67.60%
1160011,Putnam School District,5,Math,Female,45,36,35,37,30,41,44.40%,33.30%,8.60%,35.10%,46.70%,9.80%,69.00%,46.50%,36.90%,64.70%,66.50%,34.90%
1160011,Putnam School District,5,Math,Male,42,39,46,49,38,44,42.90%,28.20%,13.00%,40.80%,47.40%,25.00%,58.00%,36.30%,35.30%,65.20%,62.90%,52.70%
1160011,Putnam School District,6,ELA,Female,34,45,34,34,31,31,38.20%,48.90%,47.10%,29.40%,38.70%,9.70%,60.00%,68.10%,68.70%,53.20%,64.60%,24.10%
1160011,Putnam School District,6,ELA,Male,43,40,41,46,32,40,48.80%,35.00%,46.30%,26.10%,28.10%,17.50%,72.00%,58.70%,59.10%,38.70%,45.70%,29.90%
1160011,Putnam School District,6,Math,Female,33,42,33,34,31,30,42.40%,47.60%,48.50%,23.50%,45.20%,23.30%,66.90%,68.60%,64.80%,39.70%,66.20%,32.50%
1160011,Putnam School District,6,Math,Male,43,34,41,46,32,40,27.90%,32.40%,26.80%,10.90%,43.80%,30.00%,55.50%,57.10%,50.10%,23.30%,59.60%,49.50%
1160011,Putnam School District,7,ELA,Female,42,41,45,34,30,30,61.90%,53.70%,33.30%,61.80%,33.30%,26.70%,78.80%,72.70%,55.70%,81.90%,53.00%,38.20%
1160011,Putnam School District,7,ELA,Male,38,37,45,41,35,31,73.70%,37.80%,53.30%,46.30%,25.70%,16.10%,92.80%,62.10%,75.50%,60.10%,52.40%,21.10%
1160011,Putnam School District,7,Math,Female,43,39,42,32,30,30,34.90%,33.30%,21.40%,25.00%,50.00%,23.30%,59.50%,52.40%,35.30%,40.20%,68.10%,45.60%
1160011,Putnam School District,7,Math,Male,38,37,40,41,34,32,52.60%,35.10%,20.00%,39.00%,50.00%,25.00%,76.00%,60.70%,39.30%,52.30%,68.20%,43.60%
1160011,Putnam School District,8,ELA,Female,38,42,36,47,37,33,23.70%,38.10%,30.60%,31.90%,32.40%,18.20%,39.00%,48.60%,51.80%,47.60%,47.00%,30.90%
1160011,Putnam School District,8,ELA,Male,40,40,37,49,37,39,40.00%,25.00%,40.50%,28.60%,35.10%,25.60%,59.10%,39.60%,54.60%,45.80%,47.90%,37.50%
1160011,Putnam School District,8,Math,Female,39,42,35,47,37,33,48.70%,33.30%,48.60%,31.90%,43.20%,24.20%,68.40%,44.80%,67.10%,53.60%,61.90%,42.00%
1160011,Putnam School District,8,Math,Male,40,39,36,48,35,38,40.00%,30.80%,36.10%,37.50%,40.00%,21.10%,53.10%,45.70%,47.40%,55.50%,56.00%,42.20%
1170011,Redding School District,4,ELA,Female,40,53,38,37,44,39,65.00%,62.30%,71.10%,51.40%,68.20%,51.30%,88.60%,82.60%,88.50%,69.00%,92.10%,72.90%
1170011,Redding School District,4,ELA,Male,45,41,53,39,42,33,62.20%,68.30%,66.00%,64.10%,81.00%,48.50%,84.60%,83.30%,89.10%,80.70%,96.80%,72.40%
1170011,Redding School District,4,Math,Female,40,53,38,37,44,38,65.00%,52.80%,63.20%,73.00%,77.30%,50.00%,90.30%,75.40%,77.00%,90.70%,100.00%,75.70%
1170011,Redding School District,4,Math,Male,45,41,53,39,42,32,66.70%,51.20%,62.30%,64.10%,69.00%,40.60%,94.50%,78.30%,83.70%,85.10%,95.60%,74.00%
1170011,Redding School District,5,ELA,Female,50,42,51,36,50,47,36.00%,40.50%,49.00%,58.30%,56.00%,38.30%,50.90%,51.20%,68.20%,71.20%,73.00%,56.00%
1170011,Redding School District,5,ELA,Male,44,45,42,51,43,43,29.50%,28.90%,47.60%,39.20%,32.60%,53.50%,48.00%,44.40%,64.40%,54.30%,54.20%,65.60%
1170011,Redding School District,5,Math,Female,50,42,51,36,50,47,30.00%,42.90%,49.00%,38.90%,54.00%,36.20%,49.00%,54.40%,71.50%,52.30%,78.10%,49.20%
1170011,Redding School District,5,Math,Male,44,45,42,51,42,43,38.60%,31.10%,45.20%,37.30%,59.50%,48.80%,56.90%,47.60%,66.80%,52.10%,81.40%,67.90%
1170011,Redding School District,6,ELA,Female,58,53,43,48,29,52,48.30%,32.10%,51.20%,41.70%,48.30%,50.00%,65.10%,44.40%,69.10%,64.90%,61.40%,60.80%
1170011,Redding School District,6,ELA,Male,61,44,47,45,35,42,45.90%,29.50%,36.20%,48.90%,37.10%,35.70%,63.90%,42.30%,48.20%,60.20%,56.20%,49.40%
1170011,Redding School District,6,Math,Female,59,53,43,48,28,52,45.80%,60.40%,53.50%,64.60%,57.10%,57.70%,63.10%,75.50%,73.70%,86.00%,82.90%,74.10%
1170011,Redding School District,6,Math,Male,61,44,46,45,35,42,50.80%,40.90%,60.90%,48.90%,62.90%,52.40%,72.00%,62.70%,75.30%,68.50%,72.20%,73.70%
1170011,Redding School District,7,ELA,Female,40,61,56,43,32,34,62.50%,34.40%,78.60%,65.10%,50.00%,64.70%,81.30%,52.00%,91.80%,83.50%,70.60%,81.60%
1170011,Redding School District,7,ELA,Male,66,58,44,48,34,37,65.20%,39.70%,65.90%,54.20%,38.20%,54.10%,82.20%,56.80%,81.80%,73.50%,51.10%,70.00%
1170011,Redding School District,7,Math,Female,42,61,56,42,32,33,69.00%,57.40%,73.20%,71.40%,75.00%,63.60%,84.90%,78.70%,86.90%,84.70%,88.30%,81.90%
1170011,Redding School District,7,Math,Male,67,58,44,47,34,36,58.20%,65.50%,63.60%,72.30%,70.60%,61.10%,79.00%,81.60%,77.10%,87.10%,80.30%,79.70%
1170011,Redding School District,8,ELA,Female,41,48,62,52,28,39,65.90%,31.30%,38.70%,40.40%,35.70%,61.50%,82.10%,40.80%,54.30%,56.90%,54.40%,78.50%
1170011,Redding School District,8,ELA,Male,57,66,59,47,49,38,38.60%,24.20%,22.00%,36.20%,26.50%,36.80%,50.80%,42.30%,37.50%,49.00%,44.70%,54.20%
1170011,Redding School District,8,Math,Female,34,48,62,52,28,39,76.50%,35.40%,69.40%,59.60%,32.10%,51.30%,88.80%,50.60%,84.70%,78.00%,40.10%,65.10%
1170011,Redding School District,8,Math,Male,54,66,58,47,49,37,66.70%,45.50%,39.70%,51.10%,46.90%,35.10%,81.40%,63.40%,58.60%,58.80%,59.40%,51.10%
2010012,Regional School District 01,4,ELA,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2010012,Regional School District 01,4,Math,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2010012,Regional School District 01,5,ELA,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2010012,Regional School District 01,5,Math,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2010012,Regional School District 01,6,ELA,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2010012,Regional School District 01,6,ELA,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2010012,Regional School District 01,6,Math,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2010012,Regional School District 01,6,Math,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2010012,Regional School District 01,7,ELA,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2010012,Regional School District 01,7,ELA,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2010012,Regional School District 01,7,Math,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2010012,Regional School District 01,7,Math,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2010012,Regional School District 01,8,ELA,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2010012,Regional School District 01,8,ELA,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2010012,Regional School District 01,8,Math,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2010012,Regional School District 01,8,Math,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2040012,Regional School District 04,6,ELA,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2040012,Regional School District 04,6,Math,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
